"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
"Westbound Stoney Trail approaching Sun Valley Blvd SE","Two vehicle incident. Blocking the left lane.","2021/06/07 05:47:00 PM",,,"-114.0104938","50.89414801","1","2021-06-07T17:47:0450.89414801168169-114.01049377999459","POINT (-114.0104938 50.89414801)"
"Southbound Metis Trail at Stoney Trail NE","Traffic incident. Blocking the right lane","2021/06/07 04:47:00 PM",,,"-113.9760821","51.17582119","1","2021-06-07T16:47:1051.17582118818467-113.97608210381857","POINT (-113.9760821 51.17582119)"
"Stoney Trail and Glenmore Trail SE","Traffic incident.","2021/06/07 04:14:00 PM",,,"-113.9208419","50.98012884","1","2021-06-07T16:14:1550.980128842597935-113.92084192409375","POINT (-113.9208419 50.98012884)"
"Southbound Stoney Trail after Peigan Trail SE","Traffic incident. Blocking right lanes","2021/06/07 04:06:00 PM",,,"-113.92189","51.01000009","1","2021-06-07T16:06:2651.01000008503922-113.92189004736635","POINT (-113.92189 51.01000009)"
"Eastbound Canyon Meadows Drive approaching Macleod Trail SW","Traffic incident.","2021/06/07 03:54:00 PM",,,"-114.07313","50.93317553","1","2021-06-07T15:54:2450.93317552985355-114.07312996750342","POINT (-114.07313 50.93317553)"
"Heritage Meadows Road and Heritage Drive SE","Traffic incident.","2021/06/07 03:31:00 PM",,,"-114.0293199","50.98665361","1","2021-06-07T15:31:4750.986653605332954-114.02931985144339","POINT (-114.0293199 50.98665361)"
"64 Avenue and Metis Trail NE","Traffic incident.","2021/06/07 01:05:00 PM",,,"-113.9740902","51.11186449","1","2021-06-07T13:05:5651.11186448708777-113.97409019045836","POINT (-113.9740902 51.11186449)"
"Rundlehorn Drive south of 32 Avenue NE","Traffic incident.","2021/06/07 11:43:00 AM",,,"-113.9409611","51.08054194","1","2021-06-07T11:43:3951.08054193704705-113.94096110675191","POINT (-113.9409611 51.08054194)"
"Westbound Anderson Road at Macleod Trail S","Stalled vehicle.","2021/06/07 11:24:00 AM",,,"-114.0709675","50.95046883","1","2021-06-07T11:24:0750.95046883460848-114.07096754357464","POINT (-114.0709675 50.95046883)"
"90 Avenue and 16 Street SW","Traffic incident.","2021/06/07 07:50:00 AM",,,"-114.1005048","50.97229792","1","2021-06-07T07:50:4050.97229791782509-114.10050483947276","POINT (-114.1005048 50.97229792)"
"68 Street and 16 Avenue NE","Traffic incident.","2021/06/06 09:36:00 PM",,,"-113.9350953","51.06852986","1","2021-06-06T21:36:4251.06852986289477-113.9350952875031","POINT (-113.9350953 51.06852986)"
"10 Avenue and 1 Street SW","Traffic incident.","2021/06/06 03:22:00 PM",,,"-114.0656616","51.04339518","1","2021-06-06T15:22:4751.043395180614674-114.06566159704762","POINT (-114.0656616 51.04339518)"
"Eastbound Memorial Drive and Deerfoot Trail SE","Two vehicle incident. Blocking the three right lanes","2021/06/06 01:50:00 PM",,,"-114.019786","51.0487425","1","2021-06-06T13:50:1851.04874250098442-114.01978604656516","POINT (-114.019786 51.0487425)"
"Eastbound Memorial Drive and Deerfoot Trail SE","Two vehicle incident.  Blocking the right lane","2021/06/06 01:50:00 PM",,,"-114.019338","51.04775928","1","2021-06-06T13:50:1851.04775927956198-114.01933795740948","POINT (-114.019338 51.04775928)"
"109 Avenue and Macleod Trail S","Traffic incident.","2021/06/06 11:56:00 AM",,,"-114.0701341","50.95554304","1","2021-06-06T11:56:5750.95554304448061-114.07013408274872","POINT (-114.0701341 50.95554304)"
"Stoney Trail and 17 Avenue SE","Multi-vehicle incident.","2021/06/06 09:59:00 AM",,,"-113.9155277","51.03759559","1","2021-06-06T09:59:4251.03759559337188-113.91552774235818","POINT (-113.9155277 51.03759559)"
"24 Avenue and Spiller Road SE","Traffic incident. Blocking the right lane","2021/06/06 07:10:00 AM",,,"-114.0472201","51.03160433","1","2021-06-06T07:10:5951.03160432676178-114.04722013370301","POINT (-114.0472201 51.03160433)"
"Westbound Memorial Drive and Deerfoot Trail SE","Single vehicle incident. Blocking multiple lanes","2021/06/06 05:04:00 AM",,,"-114.019786","51.0487425","1","2021-06-06T05:04:2851.04874250098442-114.01978604656516","POINT (-114.019786 51.0487425)"
"Northbound Falconridge Boulevard and Falconridge Drive NE","Two vehicle incident. Blocking the left lane","2021/06/06 12:28:00 AM",,,"-113.9582569","51.09983294","1","2021-06-06T00:28:0351.099832938710385-113.95825694940714","POINT (-113.9582569 51.09983294)"
"Eastbound 12 Avenue and 4 Street SW","Two vehicle incident.  Blocking the right parking lane","2021/06/05 10:52:00 PM",,,"-114.0714808","51.04165908","1","2021-06-05T22:52:1651.041659084458416-114.07148080217605","POINT (-114.0714808 51.04165908)"
"New Brighton Gate and 52 Street SE","Traffic incident.","2021/06/05 07:39:00 PM",,,"-113.958342","50.91831655","1","2021-06-05T19:39:3450.9183165492195-113.95834204905327","POINT (-113.958342 50.91831655)"
"64 Avenue and Castleridge Boulevard NE","Traffic incident.","2021/06/05 07:37:00 PM",,,"-113.9654037","51.11056054","1","2021-06-05T19:37:3551.110560541324276-113.9654037193204","POINT (-113.9654037 51.11056054)"
"Southbound Deerfoot Trail approaching Mcknight Boulevard NE","Two vehicle incident. Blocking the left lane","2021/06/05 06:54:00 PM",,,"-114.0457769","51.10283775","1","2021-06-05T18:54:0751.10283774652522-114.04577686218036","POINT (-114.0457769 51.10283775)"
"Mcivor Boulevard and 130 Avenue SE","Traffic incident.","2021/06/05 06:38:00 PM",,,"-113.9352694","50.92835686","1","2021-06-05T18:38:0350.92835686114833-113.93526935235137","POINT (-113.9352694 50.92835686)"
"Southbound 14 Street and 13 Avenue SW","Two vehicle incident. Blocking the right lane","2021/06/05 04:16:00 PM",,,"-114.0947091","51.04136757","1","2021-06-05T16:16:4651.04136757381513-114.09470909459486","POINT (-114.0947091 51.04136757)"
"John Laurie Boulevard and Sarcee Trail NW","Traffic signals are flashing red.","2021/06/05 03:28:00 PM",,,"-114.167809","51.12166539","1","2021-06-05T15:28:2951.12166539178877-114.16780900817842","POINT (-114.167809 51.12166539)"
"Martindale Gate and 64 Avenue NE","Traffic incident.","2021/06/05 12:49:00 PM",,,"-113.9658076","51.11068085","1","2021-06-05T12:49:5151.11068085149915-113.96580763655531","POINT (-113.9658076 51.11068085)"
"Eastbound Memorial Drive and 12 Street NE","Stalled vehicle. Blocking the right lane","2021/06/05 11:34:00 AM",,,"-114.0309985","51.04819268","1","2021-06-05T11:34:4151.04819268062011-114.03099849540456","POINT (-114.0309985 51.04819268)"
"Memorial Drive and 5A Street NW","Traffic incident.","2021/06/04 11:45:00 PM",,,"-114.0757556","51.05696428","1","2021-06-04T23:45:1351.056964279812114-114.07575557950807","POINT (-114.0757556 51.05696428)"
"Marbank Drive and 52 Street NE","Traffic incident.","2021/06/04 11:24:00 PM",,,"-113.9589419","51.06218576","1","2021-06-04T23:24:1351.06218576065326-113.9589419141407","POINT (-113.9589419 51.06218576)"
"Hunterhorn Gate and 4 Street NE","Traffic incident.","2021/06/04 10:25:00 PM",,,"-114.0529918","51.11605926","1","2021-06-04T22:25:5651.11605925975005-114.05299176956048","POINT (-114.0529918 51.11605926)"
"Eastbound 130 Avenue and Deerfoot Trail SE","Two vehicle incident. Blocking the right lane","2021/06/04 08:43:00 PM",,,"-113.9720934","50.93191673","1","2021-06-04T20:43:1850.931916728225744-113.97209336966631","POINT (-113.9720934 50.93191673)"
"Westbound 32 Avenue and 42 Street NE","Two vehicle incident.","2021/06/04 08:22:00 PM",,,"-113.973145","51.0814387","1","2021-06-04T20:22:2451.081438703516774-113.97314497710822","POINT (-113.973145 51.0814387)"
"Eastbound John Laurie Boulevard and Shaganappi Trail NW","Two vehicle incident. Blocking the two right lanes","2021/06/04 07:56:00 PM",,,"-114.1409465","51.10922046","1","2021-06-04T19:56:1251.10922045946943-114.14094649137995","POINT (-114.1409465 51.10922046)"
"26 Street and Peigan Trail SE","Traffic incident.","2021/06/04 07:08:00 PM",,,"-113.9995075","51.01540577","1","2021-06-04T19:08:4951.01540576694331-113.99950746365872","POINT (-113.9995075 51.01540577)"
"Eastbound Anderson Road approaching Acadia Drive SE","Two vehicle incident.","2021/06/04 03:59:00 PM",,,"-114.0436126","50.94808465","1","2021-06-04T15:59:4450.948084651231596-114.04361257278748","POINT (-114.0436126 50.94808465)"
"Eastbound 9 Avenue and Macleod Trail SE","Two vehicle incident. Blocking the right lane","2021/06/04 02:24:00 PM",,,"-114.0581785","51.04447099","1","2021-06-04T14:24:2451.04447099118354-114.0581784690717","POINT (-114.0581785 51.04447099)"
"Southbound 52 Street and 23 Avenue NE","Multi-vehicle incident. Blocking the right lane","2021/06/04 01:40:00 PM",,,"-113.9585038","51.07400148","1","2021-06-04T13:40:4551.07400148442074-113.95850379857816","POINT (-113.9585038 51.07400148)"
"29 Street and 15 Avenue NW","Traffic incident.","2021/06/04 01:11:00 PM",,,"-114.1291574","51.06695808","1","2021-06-04T13:11:4351.066958080404156-114.12915744588686","POINT (-114.1291574 51.06695808)"
"Northbound Symons Valley Road and Kincora Boulevard NW","Two vehicle incident. Blocking the left lane","2021/06/04 01:06:00 PM",,,"-114.125132","51.16113108","1","2021-06-04T13:06:0951.161131084242726-114.12513200541561","POINT (-114.125132 51.16113108)"
"8 Street and Premier Wy SW","There is an incident involving a pedestrian- EMS Dispatched.","2021/06/04 01:02:00 PM",,,"-114.0834181","51.02707178","1","2021-06-04T13:02:4351.027071775623874-114.08341805782882","POINT (-114.0834181 51.02707178)"
"Centre Street and 72 Avenue NE","There is an incident involving a pedestrian- EMS Dispatched.","2021/06/04 12:13:00 PM",,,"-114.0697305","51.11833941","1","2021-06-04T12:13:4151.118339414407664-114.06973052108758","POINT (-114.0697305 51.11833941)"
"Southland Drive and Haddon Road SW","Traffic incident.","2021/06/04 10:51:00 AM",,,"-114.079306","50.96523778","1","2021-06-04T10:51:1150.96523778105699-114.07930602225684","POINT (-114.079306 50.96523778)"
"Deerfoot Trail and Glenmore Trail SE","Multi-vehicle incident. Blocking the shoulder of Deerfoot exit","2021/06/04 06:57:00 AM",,,"-114.0352794","50.9907292","1","2021-06-04T06:57:2650.99072920068538-114.0352794326219","POINT (-114.0352794 50.9907292)"
"Southbound Stoney Trail and Peigan Trail SE","Stalled vehicle. Blocking shoulder of the Peigan exit ramp","2021/06/04 06:50:00 AM",,,"-113.9215839","51.02103412","1","2021-06-04T06:50:4451.021034115720234-113.9215838756841","POINT (-113.9215839 51.02103412)"
"9 Avenue and 1 Street SE","Blocking the right SB lanes","2021/06/04 06:14:00 AM",,,"-114.060556","51.04495235","1","2021-06-04T06:14:0451.044952352450686-114.06055604483927","POINT (-114.060556 51.04495235)"
"Eastbound Stoney Trail and Sarcee Trail NW","Traffic incident. Eastbound traffic blocked.","2021/06/04 01:14:00 AM",,,"-114.1699326","51.15144181","1","2021-06-04T01:14:5351.15144181171162-114.16993264818527","POINT (-114.1699326 51.15144181)"
"Eastbound Stoney Trail and Sarcee Trail NW","Traffic incident.","2021/06/04 01:14:00 AM",,,"-114.1701911","51.15147892","1","2021-06-04T01:14:5351.151478922544584-114.17019106830777","POINT (-114.1701911 51.15147892)"
"104 Avenue and Metis Trail NE","Traffic incident.","2021/06/03 07:21:00 PM",,,"-113.9700282","51.14543537","1","2021-06-03T19:21:5351.14543537072761-113.97002815333894","POINT (-113.9700282 51.14543537)"
"Macleod Trail and 43 Avenue SW","Traffic incident.","2021/06/03 06:57:00 PM",,,"-114.0652446","51.01435903","1","2021-06-03T18:57:1051.01435903264096-114.06524463511555","POINT (-114.0652446 51.01435903)"
"Westbound Glenmore Trail after Macleod Trail SW","Single vehicle incident. Blocking the right lane","2021/06/03 05:50:00 PM",,,"-114.0754566","50.99435032","1","2021-06-03T17:50:5450.994350316262874-114.07545658201894","POINT (-114.0754566 50.99435032)"
"77 Street and Old Banff Coach Road SW","Traffic incident.","2021/06/03 05:49:00 PM",,,"-114.1994418","51.06695899","1","2021-06-03T17:49:5351.06695899240825-114.19944184937506","POINT (-114.1994418 51.06695899)"
"McKnight Boulevard approaching Deerfoot Trail NE","Multi-vehicle incident.  Blocking the EB right lane and WB left lane","2021/06/03 05:39:00 PM",,,"-114.0446249","51.09604948","1","2021-06-03T17:39:2451.09604947858804-114.04462490578315","POINT (-114.0446249 51.09604948)"
"McKnight Boulevard approaching Deerfoot Trail NE","Multi-vehicle incident. All lanes have reopened.","2021/06/03 05:39:00 PM",,,"-114.0447758","51.09605275","1","2021-06-03T17:39:2451.09605274706929-114.04477581056257","POINT (-114.0447758 51.09605275)"
"Country Hills Boulevard and Edgepark Boulevard NW","Traffic incident.","2021/06/03 05:21:00 PM",,,"-114.1569765","51.13877399","1","2021-06-03T17:21:3551.13877399349978-114.15697649480533","POINT (-114.1569765 51.13877399)"
"Northbound Stoney Trail approaching 16 Avenue NE","Two vehicle incident. Blocking the right lane","2021/06/03 05:18:00 PM",,,"-113.9201349","51.05936144","1","2021-06-03T17:18:4351.05936143827286-113.9201348635883","POINT (-113.9201349 51.05936144)"
"Southbound 36 Street and 5 Avenue NE","The left lane is closed due to road maintenance in the area.","2021/06/03 04:31:00 PM",,,"-113.9819244","51.05699381","1","2021-06-03T16:31:2851.05699381323598-113.981924446545","POINT (-113.9819244 51.05699381)"
"Southbound Crowchild Trail and 50 Avenue SW","Two vehicle incident.  Blocking the right lane","2021/06/03 04:00:00 PM",,,"-114.1179961","51.00838315","1","2021-06-03T16:00:0151.00838315272785-114.11799609829728","POINT (-114.1179961 51.00838315)"
"Westbound Anderson Road and Acadia Drive SE","Traffic incident.","2021/06/03 03:41:00 PM",,,"-114.0415392","50.94832166","1","2021-06-03T15:41:1550.948321661183634-114.04153917980838","POINT (-114.0415392 50.94832166)"
"Eastbound Canyon Meadows Drive and Bow Botton Trail SE","Traffic incident.","2021/06/03 03:38:00 PM",,,"-114.0330816","50.93101809","1","2021-06-03T15:38:2750.93101809413888-114.03308159064993","POINT (-114.0330816 50.93101809)"
"NW area","Traffic signals issue. currently experiencing multiple signal issues in NW areas","2021/06/03 03:14:00 PM",,,"-114.1228975","51.06691925","1","2021-06-03T15:14:2651.06691925140105-114.12289749389082","POINT (-114.1228975 51.06691925)"
"16 Avenue and Centre Street N","Traffic signals are blank.","2021/06/03 02:10:00 PM",,,"-114.0624769","51.0668627","1","2021-06-03T14:10:5851.06686269756175-114.06247691818886","POINT (-114.0624769 51.0668627)"
"Eastbound 17 Avenue and Deerfoot Trail SE","Two vehicle incident.  Blocking the two left lanes","2021/06/03 02:07:00 PM",,,"-114.0078687","51.03679323","1","2021-06-03T14:07:3551.03679322534609-114.00786866725755","POINT (-114.0078687 51.03679323)"
"Southbound Bow Bottom Trail approaching Canyon Meadows Drive SE","Traffic incident.  The road is closed SB b/w Anderson Rd and Canyon Meadows Dr SE","2021/06/03 12:43:00 PM",,,"-114.0330683","50.93571173","1","2021-06-03T12:43:4750.93571172767046-114.03306827466461","POINT (-114.0330683 50.93571173)"
"Southbound Bow Bottom Trail approaching Canyon Meadows Drive SE","Traffic incident.","2021/06/03 12:43:00 PM",,,"-114.0328238","50.93685864","1","2021-06-03T12:43:4750.936858638330015-114.0328238040938","POINT (-114.0328238 50.93685864)"
"Bow Bottom Trail and Canyon Meadows Drive SE","Traffic incident.","2021/06/03 12:43:00 PM",,,"-114.0321879","50.93113872","1","2021-06-03T12:43:4750.9311387187804-114.03218786520154","POINT (-114.0321879 50.93113872)"
"Southbound 36 Street at Sunridge Wy NE","Two vehicle incident.","2021/06/03 11:46:00 AM",,,"-113.9818469","51.0681369","1","2021-06-03T11:46:1951.068136900842696-113.9818469128085","POINT (-113.9818469 51.0681369)"
"Southbound 36 Street at Sunridge Wy NE","Two vehicle incident. Blocking the right lane","2021/06/03 11:46:00 AM",,,"-113.9818371","51.06813627","1","2021-06-03T11:46:1951.06813627003476-113.98183706826109","POINT (-113.9818371 51.06813627)"
"Dalhousie Drive and Dalton Drive NW","Traffic incident.","2021/06/03 11:29:00 AM",,,"-114.1547819","51.10477952","1","2021-06-03T11:29:5351.1047795208294-114.15478186118364","POINT (-114.1547819 51.10477952)"
"Northbound Macleod Trail approaching Lake Fraser Gate SE","Two vehicle incident. Blocking the right lanes","2021/06/03 11:14:00 AM",,,"-114.0685952","50.93659714","1","2021-06-03T11:14:2950.93659714217045-114.06859518654181","POINT (-114.0685952 50.93659714)"
"Falconridge Boulevard and Castleridge Boulevard NE","Traffic incident. Blocking the EB lanes, NB left lane and NB left turn bay","2021/06/03 10:15:00 AM",,,"-113.9582753","51.09990073","1","2021-06-03T10:15:3351.09990072721035-113.95827530645794","POINT (-113.9582753 51.09990073)"
"Westbound Memorial Drive at Deerfoot Trail SE","Stalled vehicle. Blocking the right lane","2021/06/03 07:27:00 AM",,,"-114.019786","51.0487425","1","2021-06-03T07:27:2051.04874250098442-114.01978604656516","POINT (-114.019786 51.0487425)"
"36 Avenue and 32 Avenue NE","There is an incident involving a cyclist- EMS Dispatched.","2021/06/03 06:41:00 AM",,,"-114.0464348","51.08496776","1","2021-06-03T06:41:5251.084967755805884-114.04643476309978","POINT (-114.0464348 51.08496776)"
"19 Avenue and 16A Street SW","Traffic incident.","2021/06/03 01:33:00 AM",,,"-114.1002508","51.03655443","1","2021-06-03T01:33:5551.03655442714772-114.10025082460314","POINT (-114.1002508 51.03655443)"
"76 Avenue and 48 Street SE","Traffic incident.","2021/06/02 11:26:00 PM",,,"-113.9642227","50.98509863","1","2021-06-02T23:26:4050.98509863428288-113.96422265000358","POINT (-113.9642227 50.98509863)"
"Eastbound Glenmore Trail ramp onto 18 Street SE","Traffic incident. Blocking the right lane","2021/06/02 11:23:00 PM",,,"-114.0173238","50.98084965","1","2021-06-02T23:23:1650.9808496502778-114.01732380855124","POINT (-114.0173238 50.98084965)"
"Grand Oaks Drive and 17 Avenue SW","Traffic incident.","2021/06/02 11:03:00 PM",,,"-114.1482855","51.03778403","1","2021-06-02T23:03:4351.037784032457935-114.14828552000913","POINT (-114.1482855 51.03778403)"
"3 Avenue and 28 Street NE","Traffic incident.","2021/06/02 10:38:00 PM",,,"-113.9932935","51.05443978","1","2021-06-02T22:38:3251.05443978152888-113.99329353667817","POINT (-113.9932935 51.05443978)"
"17 Avenue and Glenmount Drive SW","Traffic incident.","2021/06/02 09:46:00 PM",,,"-114.1508816","51.03780121","1","2021-06-02T21:46:5651.03780120638219-114.15088162162289","POINT (-114.1508816 51.03780121)"
"Airport Trail and Deerfoot Trail NE","Traffic incident.","2021/06/02 08:09:00 PM",,,"-114.0383787","51.14158636","1","2021-06-02T20:09:4951.14158636277041-114.03837871099009","POINT (-114.0383787 51.14158636)"
"Richmond Road and Signal Hill Ce SW","Traffic incident.","2021/06/02 06:56:00 PM",,,"-114.1731421","51.01656249","1","2021-06-02T18:56:5651.01656249496596-114.17314214493612","POINT (-114.1731421 51.01656249)"
"Metis Trail and 128 Avenue NE","Traffic incident.","2021/06/02 06:31:00 PM",,,"-113.9699952","51.16544379","1","2021-06-02T18:31:0651.165443790284385-113.96999517090192","POINT (-113.9699952 51.16544379)"
"15 Avenue and 10 Street SW","Traffic incident.","2021/06/02 06:20:00 PM",,,"-114.086651","51.03923705","1","2021-06-02T18:20:5251.039237054007565-114.08665101448976","POINT (-114.086651 51.03923705)"
"36 Street and 44 Avenue NE","Traffic incident.","2021/06/02 05:07:00 PM",,,"-113.9819421","51.09120965","1","2021-06-02T17:07:0551.09120964615536-113.98194208845477","POINT (-113.9819421 51.09120965)"
"Country Hills Boulevard and Sarcee Trail NW","Traffic incident.","2021/06/02 05:05:00 PM",,,"-114.1649241","51.13761293","1","2021-06-02T17:05:1851.13761292803151-114.16492408672522","POINT (-114.1649241 51.13761293)"
"Eastbound Glenmore Trail approaching Stoney Trail SE","Multi-vehicle incident. Blocking the right lane","2021/06/02 04:57:00 PM",,,"-113.9309381","50.9794477","1","2021-06-02T16:57:1050.97944770487626-113.93093811697841","POINT (-113.9309381 50.9794477)"
"Southbound Deerfoot Trail at 17 Avenue SE","Traffic incident.","2021/06/02 04:11:00 PM",,,"-114.0064385","51.03830719","1","2021-06-02T16:11:4851.038307185802076-114.0064384954559","POINT (-114.0064385 51.03830719)"
"Southbound Crowchild Trail approaching Glenmore Trail SW","Traffic incident. Blocking right lanes","2021/06/02 03:47:00 PM",,,"-114.1180446","51.00324256","1","2021-06-02T15:47:0151.00324255789303-114.11804460863786","POINT (-114.1180446 51.00324256)"
"Westbound 24 Avenue at Crowchild Trail NW","Stalled vehicle. Blocking left turn lane","2021/06/02 03:09:00 PM",,,"-114.1177719","51.0742897","1","2021-06-02T15:09:2851.074289696470544-114.11777192682166","POINT (-114.1177719 51.0742897)"
"8 Street and MacDonald Avenue SE","Traffic signals are flashing red. Crew has been dispatched","2021/06/02 12:52:00 PM",,,"-114.0419281","51.04123311","1","2021-06-02T12:52:1351.041233105020616-114.04192807634811","POINT (-114.0419281 51.04123311)"
"4 Street and Meredith Road NE","Traffic incident.","2021/06/02 11:31:00 AM",,,"-114.0516928","51.05191106","1","2021-06-02T11:31:5151.05191106214947-114.05169278151106","POINT (-114.0516928 51.05191106)"
"Northbound 52 Street at 110 Avenue SE","Traffic incident.  Blocking the right lane","2021/06/02 09:30:00 AM",,,"-113.9582456","50.95397739","1","2021-06-02T09:30:4050.95397738658642-113.95824555966833","POINT (-113.9582456 50.95397739)"
"Northbound 52 Street at 110 Avenue SE","Traffic incident. Blocking the NB lanes","2021/06/02 09:30:00 AM",,,"-113.9583236","50.95396869","1","2021-06-02T09:30:4050.953968694268056-113.9583235633799","POINT (-113.9583236 50.95396869)"
"Northbound 52 Street at 110 Avenue SE","Traffic incident.   Blocking the NB lanes. The road is closed EB and WB","2021/06/02 09:30:00 AM",,,"-113.9582168","50.95398286","1","2021-06-02T09:30:4050.95398286012635-113.95821680443306","POINT (-113.9582168 50.95398286)"
"Chaparral Boulevard at Stoney Trail SE","Traffic incident. blocking the left and right shoulder on the SB to EB exit ramp","2021/06/02 07:57:00 AM",,,"-114.0254226","50.89100282","1","2021-06-02T07:57:1950.89100282224217-114.02542264832607","POINT (-114.0254226 50.89100282)"
"Southbound Crowchild Trail approaching Glenmore Trail SW","Two vehicle incident. Blocking the left lane","2021/06/02 07:52:00 AM",,,"-114.1179722","51.00383272","1","2021-06-02T07:52:0251.00383272158504-114.1179721587583","POINT (-114.1179722 51.00383272)"
"Chaparral Boulevard and Stoney Trail SE","Two vehicle incident. Blocking the left shoulder on the EB exit ramp","2021/06/02 06:28:00 AM",,,"-114.0220929","50.89155405","1","2021-06-02T06:28:2550.891554045649734-114.02209293882086","POINT (-114.0220929 50.89155405)"
"Stoney Trail and Country Hills Boulevard NE","Traffic incident.","2021/06/02 05:42:00 AM",,,"-113.9211679","51.15443341","1","2021-06-02T05:42:1151.154433412014754-113.92116786861604","POINT (-113.9211679 51.15443341)"
"Eastbound McKnight Boulevard at Barlow Trail NE","Two vehicle incident. Blocking the right lane","2021/06/01 04:09:00 PM",,,"-114.0039219","51.09289627","1","2021-06-01T16:09:4951.09289626639779-114.00392189032692","POINT (-114.0039219 51.09289627)"
"Westbound 16 Avenue at Barlow Trail NE","Traffic incident. Blocking the right lane","2021/06/01 03:40:00 PM",,,"-114.0036041","51.06703342","1","2021-06-01T15:40:0951.06703342090814-114.00360410773007","POINT (-114.0036041 51.06703342)"
"17 Avenue and 44 Street SE","There is an incident involving a cyclist- EMS on site.","2021/06/01 03:34:00 PM",,,"-113.9700118","51.03776386","1","2021-06-01T15:34:4851.03776386155896-113.97001183339472","POINT (-113.9700118 51.03776386)"
"Beddington Trail and Stoney Trail NW","Traffic incident.","2021/06/01 01:43:00 PM",,,"-114.1231412","51.15424755","1","2021-06-01T13:43:4051.15424755126837-114.12314119311478","POINT (-114.1231412 51.15424755)"
"Falconridge Drive and Falworth Road NE","There is an incident involving a cyclist- EMS Dispatched.","2021/06/01 12:38:00 PM",,,"-113.9507534","51.09870559","1","2021-06-01T12:38:2951.09870559387229-113.95075342673545","POINT (-113.9507534 51.09870559)"
"Falconridge Boulevard at Taracove Estate Drive NE","Traffic incident.","2021/06/01 11:56:00 AM",,,"-113.9467229","51.11884744","1","2021-06-01T11:56:4451.118847440997484-113.94672294316777","POINT (-113.9467229 51.11884744)"
"Stoney Trail and 114 Avenue SE","Traffic incident.","2021/06/01 11:12:00 AM",,,"-113.9203919","50.94754857","1","2021-06-01T11:12:0650.9475485650071-113.92039193182663","POINT (-113.9203919 50.94754857)"
"16 Avenue and 19 Street NW","Traffic signals are flashing red. Crew has been dispatched","2021/06/01 11:06:00 AM",,,"-114.1063502","51.06690536","1","2021-06-01T11:06:0551.066905361146226-114.1063502170062","POINT (-114.1063502 51.06690536)"
"Westbound Stoney Trail approaching Sarcee Trail NW","Traffic incident.  The road is closed WB b/w Shaganappi Tr and Sarcee Tr NW","2021/06/01 10:10:00 AM",,,"-114.1537422","51.15267843","1","2021-06-01T10:10:2151.15267843335968-114.15374221854394","POINT (-114.1537422 51.15267843)"
"Westbound Stoney Trail approaching Sarcee Trail NW","Traffic incident. The road has reopened WB. The WB right lanes remain blocked.","2021/06/01 10:10:00 AM",,,"-114.1557772","51.15279189","1","2021-06-01T10:10:2151.1527918863588-114.15577719195026","POINT (-114.1557772 51.15279189)"
"Westbound Stoney Trail approaching Sarcee Trail NW","Traffic incident. Blocking the left lanes","2021/06/01 10:10:00 AM",,,"-114.1553069","51.15270873","1","2021-06-01T10:10:2151.15270872884462-114.15530692875554","POINT (-114.1553069 51.15270873)"
"17 Avenue and Suffolk Street SW","Traffic incident.","2021/06/01 08:41:00 AM",,,"-114.1152886","51.03781234","1","2021-06-01T08:41:0351.03781234029523-114.11528856525611","POINT (-114.1152886 51.03781234)"
"Northbound Deerfoot Trail at Anderson Road SE","Two vehicle incident.  Blocking the right shoulder","2021/06/01 08:10:00 AM",,,"-114.0297997","50.95846969","1","2021-06-01T08:10:2050.95846969067173-114.02979973924343","POINT (-114.0297997 50.95846969)"
"Southbound Shaganappi Trail and Crowchild Trail NW","Traffic incident. Blocking the right lane.","2021/06/01 04:43:00 AM",,,"-114.1527345","51.10019443","1","2021-06-01T04:43:4551.100194434696455-114.15273454925972","POINT (-114.1527345 51.10019443)"
"Bow Bottom Trail and Anderson Road SE","Traffic incident.","2021/05/31 07:25:00 PM",,,"-114.0258254","50.95154906","1","2021-05-31T19:25:2150.95154906481899-114.02582541352423","POINT (-114.0258254 50.95154906)"
"Northbound 52 Street at 32 Avenue NE","Traffic incident. Blocking the left lane","2021/05/31 05:16:00 PM",,,"-113.9582993","51.08130841","1","2021-05-31T17:16:4551.081308405486354-113.95829931139788","POINT (-113.9582993 51.08130841)"
"Westbound Mcknight Boulevard and 4 Street NE","Traffic incident. Blocking the right lane","2021/05/31 05:13:00 PM",,,"-114.0544366","51.09612039","1","2021-05-31T17:13:1151.096120385860964-114.05443659270912","POINT (-114.0544366 51.09612039)"
"64 Avenue and 52 Street SE","Traffic incident.","2021/05/31 04:40:00 PM",,,"-113.9590757","50.99684655","1","2021-05-31T16:40:2850.99684654519666-113.95907567436468","POINT (-113.9590757 50.99684655)"
"Beddington Trail and Beddington Boulevard NE","Traffic incident.","2021/05/31 04:24:00 PM",,,"-114.0537888","51.12746303","1","2021-05-31T16:24:3051.127463031238655-114.05378883849275","POINT (-114.0537888 51.12746303)"
"Southbound 36 Street at 12 Avenue NE","Two vehicle incident. Vehicles moved to shoulder","2021/05/31 04:04:00 PM",,,"-113.9818991","51.06308281","1","2021-05-31T16:04:3951.063082809224326-113.98189910675893","POINT (-113.9818991 51.06308281)"
