REF_DATE,GEO,DGUID,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021-03,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,5,A,,,1
2021-03,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,1105,D,,,0
2021-03,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17585,A,,,0
2021-03,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,5.9,D,,,1
2021-03,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,,F,,,0
2021-03,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,20265,A,,,0
2021-03,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,,F,,,1
2021-03,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,680,D,,,0
2021-03,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,14480,A,,,0
2021-03,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,4.5,D,,,1
2021-04,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,640835,A,,,0
2021-04,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15432150,A,,,0
2021-04,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,4,A,,,1
2021-04,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,5650,C,,,0
2021-04,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,177670,A,,,0
2021-04,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,3.1,B,,,1
2021-04,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,2470,D,,,0
2021-04,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,62910,A,,,0
2021-04,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,3.8,D,,,1
2021-04,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,13565,B,,,0
2021-04,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,408285,A,,,0
2021-04,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,3.2,B,,,1
2021-04,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,11450,B,,,0
2021-04,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,309210,A,,,0
2021-04,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,3.6,B,,,1
2021-04,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,184000,A,,,0
2021-04,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3485130,A,,,0
2021-04,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,5,A,,,1
2021-04,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,232835,A,,,0
2021-04,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,5943735,A,,,0
2021-04,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,3.8,A,,,1
2021-04,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,19340,C,,,0
2021-04,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,572835,A,,,0
2021-04,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,3.3,C,,,1
2021-04,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,15700,B,,,0
2021-04,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,444975,A,,,0
2021-04,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,3.4,B,,,1
2021-04,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,52360,A,,,0
2021-04,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1817260,A,,,0
2021-04,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,2.8,A,,,1
2021-04,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,100895,A,,,0
2021-04,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2157910,A,,,0
2021-04,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,4.5,A,,,1
2021-04,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,1015,D,,,0
2021-04,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17440,A,,,0
2021-04,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,5.5,D,,,1
2021-04,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,935,D,,,0
2021-04,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,20545,A,,,0
2021-04,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,4.4,D,,,1
2021-04,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,610,D,,,0
2021-04,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,14240,A,,,0
2021-04,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,4.1,D,,,1
2021-05,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,659040,A,,,0
2021-05,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15555530,A,,,0
2021-05,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,4.1,A,,,1
2021-05,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,4530,C,,,0
2021-05,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,188940,A,,,0
2021-05,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,2.3,C,,,1
2021-05,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,2415,D,,,0
2021-05,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,63655,A,,,0
2021-05,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,3.7,D,,,1
2021-05,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,12825,B,,,0
2021-05,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,404815,A,,,0
2021-05,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,3.1,B,,,1
2021-05,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,12415,B,,,0
2021-05,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,306095,A,,,0
2021-05,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,3.9,B,,,1
2021-05,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,179035,A,,,0
2021-05,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3530690,A,,,0
2021-05,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,4.8,A,,,1
2021-05,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,234115,A,,,0
2021-05,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,5990730,A,,,0
2021-05,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,3.8,A,,,1
2021-05,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,20730,C,,,0
2021-05,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,572490,A,,,0
2021-05,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,3.5,C,,,1
2021-05,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,13520,B,,,0
2021-05,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,456355,A,,,0
2021-05,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,2.9,B,,,1
2021-05,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,59475,B,,,0
2021-05,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1832385,A,,,0
2021-05,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,3.1,B,,,1
2021-05,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,117795,A,,,0
2021-05,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2156220,A,,,0
2021-05,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,5.2,A,,,1
2021-05,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,800,D,,,0
2021-05,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17590,A,,,0
2021-05,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,4.4,D,,,1
2021-05,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,820,E,,,0
2021-05,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,21000,B,,,0
2021-05,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,3.8,E,,,1
2021-05,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,565,E,,,0
2021-05,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,14570,A,,,0
2021-05,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,3.7,E,,,1
2021-06,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,767715,A,,,0
2021-06,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15329785,A,,,0
2021-06,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,4.8,A,,,1
2021-06,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,7230,C,,,0
2021-06,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,185655,A,,,0
2021-06,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,3.7,C,,,1
2021-06,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,2540,D,,,0
2021-06,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,62675,A,,,0
2021-06,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,3.9,D,,,1
2021-06,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,14720,B,,,0
2021-06,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,406395,A,,,0
2021-06,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,3.5,B,,,1
2021-06,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,13315,B,,,0
2021-06,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,301995,A,,,0
2021-06,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,4.2,B,,,1
2021-06,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,198270,A,,,0
2021-06,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3519720,A,,,0
2021-06,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,5.3,A,,,1
2021-06,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,290580,A,,,0
2021-06,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,5829900,A,,,0
2021-06,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,4.7,A,,,1
2021-06,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,19485,B,,,0
2021-06,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,568595,A,,,0
2021-06,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,3.3,B,,,1
2021-06,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,17580,B,,,0
2021-06,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,450870,A,,,0
2021-06,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,3.8,B,,,1
2021-06,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,76670,B,,,0
2021-06,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1810110,A,,,0
2021-06,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,4.1,B,,,1
2021-06,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,123325,A,,,0
2021-06,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2141580,A,,,0
2021-06,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,5.4,A,,,1
2021-06,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,1845,D,,,0
2021-06,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17485,A,,,0
2021-06,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,9.6,D,,,1
2021-06,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,1320,E,,,0
2021-06,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,20470,B,,,0
2021-06,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,6.1,E,,,1
2021-06,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,,F,,,0
2021-06,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,14335,D,,,0
2021-06,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,,F,,,1
2021-07,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,815410,A,,,0
2021-07,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15516880,A,,,0
2021-07,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,5,A,,,1
2021-07,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,5665,C,,,0
2021-07,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,180735,A,,,0
2021-07,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,3,C,,,1
2021-07,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,2590,C,,,0
2021-07,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,62225,A,,,0
2021-07,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,4,C,,,1
2021-07,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,15475,B,,,0
2021-07,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,407795,A,,,0
2021-07,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,3.7,B,,,1
2021-07,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,12085,B,,,0
2021-07,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,298245,A,,,0
2021-07,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,3.9,B,,,1
2021-07,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,219505,A,,,0
2021-07,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3577985,A,,,0
2021-07,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,5.8,A,,,1
2021-07,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,316520,A,,,0
2021-07,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,5915585,A,,,0
2021-07,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,5.1,A,,,1
2021-07,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,19470,B,,,0
2021-07,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,568485,A,,,0
2021-07,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,3.3,B,,,1
2021-07,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,20575,B,,,0
2021-07,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,451810,A,,,0
2021-07,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,4.4,B,,,1
2021-07,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,72735,A,,,0
2021-07,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1831605,A,,,0
2021-07,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,3.8,A,,,1
2021-07,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,127890,A,,,0
2021-07,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2170395,A,,,0
2021-07,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,5.6,A,,,1
2021-07,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,1310,E,,,0
2021-07,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17475,A,,,0
2021-07,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,7,D,,,1
2021-07,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,1080,D,,,0
2021-07,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,20780,A,,,0
2021-07,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,4.9,D,,,1
2021-07,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,,F,,,0
2021-07,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,13755,A,,,0
2021-07,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,,F,,,1
2021-08,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,893050,A,,,0
2021-08,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15835450,A,,,0
2021-08,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,5.3,A,,,1
2021-08,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,6370,C,,,0
2021-08,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,184190,A,,,0
2021-08,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,3.3,C,,,1
2021-08,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,3080,D,,,0
2021-08,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,63125,A,,,0
2021-08,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,4.7,D,,,1
2021-08,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,17385,B,,,0
2021-08,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,412630,A,,,0
2021-08,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,4,B,,,1
2021-08,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,14560,B,,,0
2021-08,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,307080,A,,,0
2021-08,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,4.5,B,,,1
2021-08,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,228140,A,,,0
2021-08,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3616580,A,,,0
2021-08,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,5.9,A,,,1
2021-08,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,325080,A,,,0
2021-08,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,6096475,A,,,0
2021-08,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,5.1,A,,,1
2021-08,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,23300,B,,,0
2021-08,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,573120,A,,,0
2021-08,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,3.9,B,,,1
2021-08,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,20485,B,,,0
2021-08,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,458980,A,,,0
2021-08,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,4.3,B,,,1
2021-08,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,91450,A,,,0
2021-08,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1868505,A,,,0
2021-08,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,4.7,A,,,1
2021-08,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,159965,A,,,0
2021-08,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2202380,A,,,0
2021-08,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,6.8,A,,,1
2021-08,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,1105,D,,,0
2021-08,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17645,A,,,0
2021-08,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,5.9,D,,,1
2021-08,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,1485,D,,,0
2021-08,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,20675,A,,,0
2021-08,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,6.7,D,,,1
2021-08,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,645,E,,,0
2021-08,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,14070,A,,,0
2021-08,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,4.4,E,,,1
2021-09,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,939920,A,,,0
2021-09,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15941790,A,,,0
2021-09,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,5.6,A,,,1
2021-09,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,7725,B,,,0
2021-09,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,181585,A,,,0
2021-09,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,4.1,B,,,1
2021-09,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,3020,C,,,0
2021-09,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,62635,A,,,0
2021-09,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,4.6,C,,,1
2021-09,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,18670,B,,,0
2021-09,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,417735,A,,,0
2021-09,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,4.3,B,,,1
2021-09,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,18180,B,,,0
2021-09,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,318170,A,,,0
2021-09,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,5.4,B,,,1
2021-09,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,258075,A,,,0
2021-09,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3636425,A,,,0
2021-09,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,6.6,A,,,1
2021-09,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,335185,A,,,0
2021-09,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,6137370,A,,,0
2021-09,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,5.2,A,,,1
2021-09,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,24660,B,,,0
2021-09,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,577410,A,,,0
2021-09,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,4.1,B,,,1
2021-09,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,20225,B,,,0
2021-09,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,460090,A,,,0
2021-09,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,4.2,B,,,1
2021-09,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,89445,A,,,0
2021-09,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1887045,A,,,0
2021-09,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,4.5,A,,,1
2021-09,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,161615,A,,,0
2021-09,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2210535,A,,,0
2021-09,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,6.8,A,,,1
2021-09,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,1235,D,,,0
2021-09,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17725,A,,,0
2021-09,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,6.5,D,,,1
2021-09,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,1245,E,,,0
